User ID,Page,Action,Timestamp
1126,Checkout,View,2022-06-30 18:09:27
7747,Search,Add to Cart,2017-07-29 18:09:27
1237,Product Page,Click,2017-04-29 18:09:27
3678,Search,Purchase,2016-10-29 18:09:27
9794,Checkout,Add to Cart,2020-02-09 18:09:27
8967,Search,View,2016-07-26 18:09:27
9980,Checkout,Logout,2018-01-10 18:09:27
7805,Profile,Logout,2023-12-12 18:09:27
261,Product Page,Logout,2024-12-27 18:09:27
653,Checkout,View,2022-05-14 18:09:27
9314,Cart,View,2019-03-23 18:09:27
4354,Search,Click,2015-11-08 18:09:27
6914,Profile,Purchase,2021-12-16 18:09:27
9227,Checkout,Add to Cart,2019-07-06 18:09:27
9377,Cart,Click,2022-10-23 18:09:27
413,Checkout,Logout,2024-06-19 18:09:27
5950,Product Page,Click,2017-03-30 18:09:27
555,Cart,Click,2020-02-10 18:09:27
7613,Checkout,Logout,2015-10-16 18:09:27
8300,Product Page,Click,2024-02-29 18:09:27
3140,Product Page,Logout,2015-07-27 18:09:27
1140,Product Page,Add to Cart,2016-11-29 18:09:27
7452,Checkout,View,2015-10-28 18:09:27
4135,Search,Click,2018-02-20 18:09:27
2020,Search,Click,2018-10-02 18:09:27
2896,Home,Logout,2018-08-29 18:09:27
9234,Search,Logout,2021-03-03 18:09:27
2204,Home,Logout,2016-10-03 18:09:27
4572,Product Page,Add to Cart,2020-07-27 18:09:27
5692,Product Page,Purchase,2017-07-10 18:09:27
2825,Cart,Add to Cart,2024-02-03 18:09:27
3603,Product Page,Add to Cart,2024-02-13 18:09:27
9510,Home,Purchase,2021-07-07 18:09:27
8888,Product Page,View,2017-08-04 18:09:27
4286,Product Page,Add to Cart,2016-09-06 18:09:27
3781,Search,View,2017-12-13 18:09:27
8836,Checkout,View,2015-09-18 18:09:27
9789,Product Page,Purchase,2015-02-12 18:09:27
7887,Checkout,Click,2018-08-19 18:09:27
2736,Product Page,Logout,2016-09-27 18:09:27
4881,Product Page,View,2019-06-13 18:09:27
9916,Profile,Purchase,2021-06-02 18:09:27
9327,Home,Add to Cart,2015-10-09 18:09:27
8255,Search,Purchase,2019-12-31 18:09:27
9777,Search,Purchase,2020-09-22 18:09:27
8408,Product Page,Logout,2024-09-14 18:09:27
1104,Cart,Purchase,2024-05-09 18:09:27
3306,Home,Logout,2021-04-24 18:09:27
5382,Profile,Logout,2018-04-28 18:09:27
1466,Search,Logout,2024-08-21 18:09:27
1828,Profile,Purchase,2020-01-18 18:09:27
553,Cart,Purchase,2022-03-01 18:09:27
2498,Home,Add to Cart,2022-04-20 18:09:27
4848,Product Page,Purchase,2024-06-25 18:09:27
6160,Checkout,View,2021-09-28 18:09:27
7950,Home,View,2023-11-25 18:09:27
1581,Checkout,Add to Cart,2019-09-26 18:09:27
5026,Profile,Logout,2021-05-21 18:09:27
3661,Search,View,2021-06-16 18:09:27
5370,Cart,Add to Cart,2022-09-06 18:09:27
4771,Home,Click,2023-12-15 18:09:27
4538,Product Page,Add to Cart,2019-08-12 18:09:27
1934,Search,Add to Cart,2023-01-20 18:09:27
6478,Search,Logout,2017-07-30 18:09:27
3688,Cart,View,2022-11-18 18:09:27
1934,Search,Add to Cart,2017-07-30 18:09:27
3033,Checkout,Purchase,2021-08-12 18:09:27
172,Search,Click,2017-06-20 18:09:27
5493,Cart,Purchase,2022-05-18 18:09:27
4116,Home,Add to Cart,2018-12-03 18:09:27
1741,Product Page,Purchase,2024-05-21 18:09:27
631,Cart,View,2019-06-11 18:09:27
2353,Cart,Add to Cart,2024-12-23 18:09:27
9865,Checkout,Click,2016-05-02 18:09:27
9596,Search,Click,2020-01-10 18:09:27
803,Profile,Add to Cart,2015-08-26 18:09:27
1233,Home,Logout,2016-08-25 18:09:27
5527,Checkout,Add to Cart,2021-04-08 18:09:27
788,Product Page,Click,2024-02-03 18:09:27
1928,Profile,Purchase,2019-10-01 18:09:27
8912,Cart,Purchase,2015-12-18 18:09:27
617,Product Page,Click,2018-07-17 18:09:27
5653,Search,Purchase,2022-05-01 18:09:27
8628,Profile,View,2021-08-09 18:09:27
5689,Product Page,Logout,2021-12-30 18:09:27
9669,Profile,Add to Cart,2021-02-17 18:09:27
596,Checkout,Add to Cart,2020-02-03 18:09:27
25,Cart,Logout,2016-02-29 18:09:27
205,Cart,Click,2025-01-27 18:09:27
2927,Home,View,2022-05-19 18:09:27
3356,Home,Logout,2016-04-20 18:09:27
2287,Search,Logout,2019-06-23 18:09:27
5454,Cart,Purchase,2015-12-13 18:09:27
4655,Cart,Click,2023-09-02 18:09:27
1801,Home,View,2019-08-29 18:09:27
7953,Cart,View,2018-01-09 18:09:27
8063,Search,Add to Cart,2019-01-13 18:09:27
2324,Cart,View,2024-08-15 18:09:27
9189,Search,Add to Cart,2021-10-01 18:09:27
8544,Search,View,2018-03-13 18:09:27
7468,Product Page,Logout,2017-04-16 18:09:27
7580,Home,Click,2020-07-27 18:09:27
3394,Product Page,Add to Cart,2015-10-12 18:09:27
6221,Profile,View,2020-03-03 18:09:27
5503,Checkout,Click,2021-02-08 18:09:27
1007,Profile,Logout,2020-04-29 18:09:27
770,Cart,View,2016-10-07 18:09:27
9329,Product Page,Purchase,2023-06-26 18:09:27
3257,Home,Logout,2021-08-10 18:09:27
9511,Search,Logout,2018-02-19 18:09:27
633,Product Page,Purchase,2019-01-04 18:09:27
5404,Profile,Logout,2022-12-15 18:09:27
151,Home,Purchase,2021-01-04 18:09:27
6763,Profile,Add to Cart,2017-04-01 18:09:27
3110,Profile,Purchase,2020-04-04 18:09:27
7308,Checkout,Logout,2015-09-14 18:09:27
9104,Product Page,View,2015-12-17 18:09:27
6470,Home,View,2022-11-03 18:09:27
673,Home,Logout,2021-10-08 18:09:27
5497,Home,Logout,2021-02-10 18:09:27
8482,Profile,View,2018-07-27 18:09:27
4975,Search,View,2018-12-25 18:09:27
4796,Home,Purchase,2024-01-07 18:09:27
5780,Cart,Add to Cart,2020-02-23 18:09:27
1081,Search,Purchase,2018-01-06 18:09:27
7094,Cart,Logout,2022-09-06 18:09:27
6298,Cart,Logout,2015-06-25 18:09:27
1382,Product Page,Add to Cart,2019-08-26 18:09:27
8691,Cart,Click,2016-12-12 18:09:27
3846,Search,Logout,2021-11-30 18:09:27
5854,Cart,Click,2018-04-16 18:09:27
6238,Home,Add to Cart,2017-11-02 18:09:27
7530,Checkout,View,2022-06-21 18:09:27
5621,Profile,Logout,2020-09-11 18:09:27
3486,Profile,Click,2022-02-11 18:09:27
3403,Product Page,Logout,2024-04-11 18:09:27
2166,Home,Click,2016-05-30 18:09:27
166,Search,Logout,2015-08-26 18:09:27
8991,Search,Logout,2015-08-22 18:09:27
5997,Profile,View,2020-07-30 18:09:27
7383,Cart,Add to Cart,2021-09-22 18:09:27
4259,Checkout,View,2020-10-03 18:09:27
9416,Profile,Logout,2019-12-31 18:09:27
6392,Cart,Add to Cart,2022-03-31 18:09:27
3569,Cart,Logout,2019-12-31 18:09:27
6317,Home,Purchase,2020-07-26 18:09:27
3210,Product Page,Add to Cart,2021-05-09 18:09:27
7860,Home,Add to Cart,2024-01-14 18:09:27
443,Cart,Logout,2022-03-10 18:09:27
9115,Product Page,Logout,2019-01-08 18:09:27
7797,Home,Add to Cart,2018-11-15 18:09:27
7653,Product Page,Purchase,2015-08-03 18:09:27
2289,Cart,Add to Cart,2018-11-26 18:09:27
4670,Home,Purchase,2021-05-28 18:09:27
3557,Search,Purchase,2019-09-15 18:09:27
7969,Search,View,2022-02-07 18:09:27
1998,Cart,Logout,2018-11-18 18:09:27
8814,Search,Logout,2021-01-06 18:09:27
1699,Checkout,Logout,2015-03-18 18:09:27
5422,Home,Logout,2020-12-15 18:09:27
9528,Home,Add to Cart,2023-07-18 18:09:27
5991,Search,Click,2017-01-27 18:09:27
4560,Checkout,View,2024-12-03 18:09:27
2081,Home,Click,2018-02-06 18:09:27
790,Home,Purchase,2017-03-31 18:09:27
9381,Checkout,Purchase,2020-03-26 18:09:27
610,Home,Add to Cart,2015-07-13 18:09:27
8413,Checkout,Add to Cart,2018-01-13 18:09:27
8898,Cart,Logout,2015-12-24 18:09:27
590,Product Page,View,2018-04-23 18:09:27
2666,Home,Logout,2016-10-24 18:09:27
5913,Profile,Logout,2024-12-16 18:09:27
5276,Home,Logout,2019-12-15 18:09:27
2238,Home,Logout,2015-02-11 18:09:27
5725,Profile,Logout,2021-10-25 18:09:27
1339,Cart,Logout,2023-07-13 18:09:27
13,Home,Logout,2017-03-19 18:09:27
9487,Cart,Purchase,2024-02-02 18:09:27
7983,Product Page,Add to Cart,2020-10-16 18:09:27
6728,Search,Purchase,2021-08-02 18:09:27
8672,Profile,View,2017-05-07 18:09:27
8301,Profile,Add to Cart,2020-10-09 18:09:27
5065,Home,Purchase,2019-03-04 18:09:27
7016,Checkout,View,2015-06-12 18:09:27
1798,Cart,Click,2016-01-01 18:09:27
4237,Profile,Click,2021-09-14 18:09:27
4631,Search,Add to Cart,2018-09-20 18:09:27
5762,Home,Logout,2024-02-23 18:09:27
9379,Home,Click,2016-07-30 18:09:27
2373,Checkout,Add to Cart,2018-01-07 18:09:27
2324,Checkout,Logout,2022-07-31 18:09:27
8156,Search,Click,2022-10-23 18:09:27
2488,Checkout,Click,2022-12-30 18:09:27
6426,Search,View,2022-01-30 18:09:27
5177,Search,Purchase,2024-01-08 18:09:27
6285,Product Page,Logout,2015-09-12 18:09:27
5680,Cart,Purchase,2024-07-23 18:09:27
9839,Checkout,Logout,2021-06-02 18:09:27
2066,Cart,Purchase,2024-10-26 18:09:27
5029,Search,Purchase,2016-10-07 18:09:27
3887,Home,Add to Cart,2015-04-14 18:09:27
2326,Profile,Click,2023-04-10 18:09:27
9153,Product Page,Purchase,2023-04-09 18:09:27
2273,Cart,View,2016-09-03 18:09:27
1411,Home,Click,2018-09-30 18:09:27
5303,Profile,Click,2018-06-11 18:09:27
4172,Home,Purchase,2017-04-13 18:09:27
1662,Checkout,View,2017-09-17 18:09:27
1695,Product Page,Logout,2017-06-21 18:09:27
6302,Cart,Click,2019-03-25 18:09:27
5105,Checkout,Purchase,2017-08-12 18:09:27
2756,Cart,Purchase,2024-07-06 18:09:27
5466,Checkout,Logout,2023-03-06 18:09:27
9499,Checkout,Add to Cart,2017-10-03 18:09:27
3111,Checkout,View,2020-12-04 18:09:27
9177,Search,Logout,2021-04-29 18:09:27
1727,Product Page,Logout,2024-11-02 18:09:27
9578,Checkout,Click,2017-11-27 18:09:27
7830,Product Page,Purchase,2019-05-14 18:09:27
2368,Checkout,View,2020-01-04 18:09:27
8740,Cart,Add to Cart,2020-05-07 18:09:27
7073,Product Page,Purchase,2024-12-13 18:09:27
3216,Profile,Add to Cart,2016-01-14 18:09:27
2314,Search,Logout,2015-12-31 18:09:27
1880,Profile,Click,2019-08-30 18:09:27
5122,Cart,Add to Cart,2020-03-15 18:09:27
1815,Search,Logout,2019-01-31 18:09:27
9092,Checkout,Add to Cart,2018-08-16 18:09:27
4878,Home,Logout,2021-12-02 18:09:27
6505,Product Page,View,2021-04-19 18:09:27
95,Product Page,Purchase,2022-05-08 18:09:27
2977,Home,Purchase,2016-03-05 18:09:27
8667,Checkout,Click,2015-09-09 18:09:27
9118,Profile,Click,2021-02-23 18:09:27
4277,Home,Click,2018-04-06 18:09:27
5135,Checkout,Click,2018-05-20 18:09:27
780,Profile,Logout,2019-09-08 18:09:27
8981,Profile,Logout,2020-01-22 18:09:27
1533,Checkout,View,2017-11-13 18:09:27
7040,Search,Purchase,2019-10-30 18:09:27
5284,Profile,Purchase,2016-02-15 18:09:27
75,Product Page,Purchase,2024-10-15 18:09:27
4659,Cart,View,2018-02-04 18:09:27
5927,Cart,Purchase,2016-02-06 18:09:27
8478,Checkout,View,2020-05-20 18:09:27
509,Profile,Purchase,2023-03-05 18:09:27
9284,Search,Add to Cart,2024-01-23 18:09:27
2995,Profile,View,2019-01-30 18:09:27
4961,Product Page,View,2019-08-12 18:09:27
749,Search,Logout,2017-04-14 18:09:27
131,Search,Add to Cart,2022-06-06 18:09:27
8156,Product Page,View,2018-10-14 18:09:27
1315,Profile,Add to Cart,2018-06-18 18:09:27
7785,Home,Purchase,2019-09-19 18:09:27
8536,Search,View,2020-03-27 18:09:27
4367,Checkout,Add to Cart,2024-09-05 18:09:27
8831,Product Page,View,2024-02-01 18:09:27
847,Home,Click,2024-03-15 18:09:27
4318,Search,Click,2018-10-03 18:09:27
9694,Profile,View,2022-08-03 18:09:27
3107,Search,Add to Cart,2021-05-01 18:09:27
8975,Checkout,Click,2018-06-28 18:09:27
8813,Checkout,Purchase,2015-10-03 18:09:27
7185,Product Page,Add to Cart,2024-08-04 18:09:27
9115,Home,Purchase,2024-08-12 18:09:27
7238,Checkout,Add to Cart,2023-03-26 18:09:27
1632,Home,View,2019-11-26 18:09:27
7921,Search,View,2023-02-24 18:09:27
4687,Checkout,View,2024-10-28 18:09:27
9686,Cart,Click,2021-08-31 18:09:27
4472,Home,Purchase,2020-10-29 18:09:27
9543,Search,Logout,2017-03-21 18:09:27
7555,Checkout,View,2021-06-04 18:09:27
9811,Product Page,Purchase,2022-08-31 18:09:27
4069,Cart,View,2025-01-14 18:09:27
3814,Profile,Purchase,2017-12-16 18:09:27
2603,Profile,Logout,2017-05-14 18:09:27
8571,Product Page,View,2017-01-14 18:09:27
6353,Home,Purchase,2018-03-19 18:09:27
7171,Cart,Click,2017-03-27 18:09:27
944,Home,Purchase,2016-08-24 18:09:27
890,Checkout,Purchase,2016-03-16 18:09:27
2869,Home,Add to Cart,2016-11-25 18:09:27
7719,Cart,Logout,2016-05-16 18:09:27
6351,Profile,Logout,2021-12-25 18:09:27
4087,Profile,Purchase,2015-06-05 18:09:27
3851,Checkout,Click,2018-04-29 18:09:27
4678,Product Page,Purchase,2021-12-02 18:09:27
7545,Search,Add to Cart,2025-01-14 18:09:27
7397,Product Page,View,2020-05-02 18:09:27
1937,Cart,Add to Cart,2017-02-20 18:09:27
9269,Product Page,Purchase,2022-08-09 18:09:27
5802,Search,Purchase,2016-10-17 18:09:27
779,Checkout,View,2024-01-15 18:09:27
7704,Cart,Add to Cart,2016-05-21 18:09:27
1225,Search,Add to Cart,2024-12-26 18:09:27
1819,Search,Logout,2019-08-18 18:09:27
5405,Product Page,View,2015-12-18 18:09:27
9733,Home,Logout,2022-05-11 18:09:27
5397,Cart,View,2019-10-08 18:09:27
878,Profile,Click,2024-04-18 18:09:27
9195,Product Page,Purchase,2019-03-12 18:09:27
4981,Cart,View,2024-08-11 18:09:27
6107,Home,Add to Cart,2022-04-27 18:09:27
4296,Profile,Click,2015-02-25 18:09:27
2978,Cart,View,2018-02-05 18:09:27
7845,Checkout,Logout,2018-01-30 18:09:27
82,Product Page,Purchase,2024-12-03 18:09:27
6342,Profile,Click,2022-06-07 18:09:27
7928,Search,Purchase,2024-06-12 18:09:27
6087,Profile,Click,2019-02-15 18:09:27
2353,Checkout,View,2020-07-20 18:09:27
3303,Profile,Logout,2016-08-15 18:09:27
2173,Home,View,2023-04-01 18:09:27
3097,Profile,Add to Cart,2019-07-28 18:09:27
5129,Checkout,View,2019-02-07 18:09:27
7400,Search,Add to Cart,2023-10-20 18:09:27
3485,Home,Logout,2016-06-07 18:09:27
7633,Checkout,View,2018-01-24 18:09:27
3343,Profile,View,2019-12-31 18:09:27
721,Product Page,Logout,2017-08-12 18:09:27
1709,Cart,Logout,2024-08-27 18:09:27
2724,Checkout,Add to Cart,2018-12-12 18:09:27
7818,Home,Logout,2015-06-26 18:09:27
4376,Home,Purchase,2022-09-19 18:09:27
568,Product Page,View,2024-05-03 18:09:27
8471,Search,Logout,2021-01-28 18:09:27
8316,Cart,Add to Cart,2019-04-23 18:09:27
574,Cart,Logout,2020-05-27 18:09:27
4408,Cart,Add to Cart,2021-12-30 18:09:27
8607,Checkout,Click,2020-06-21 18:09:27
4335,Search,Purchase,2018-04-28 18:09:27
1904,Cart,Purchase,2019-10-20 18:09:27
2059,Cart,Logout,2023-01-26 18:09:27
1771,Home,Add to Cart,2019-06-15 18:09:27
412,Home,View,2019-08-08 18:09:27
8440,Profile,Purchase,2016-11-28 18:09:27
6103,Home,Logout,2015-09-14 18:09:27
1328,Checkout,View,2019-05-08 18:09:27
9984,Profile,View,2021-09-20 18:09:27
8791,Checkout,Click,2024-02-21 18:09:27
6204,Product Page,View,2023-01-31 18:09:27
6265,Checkout,Click,2022-01-12 18:09:27
8753,Profile,Logout,2015-07-03 18:09:27
9031,Home,Add to Cart,2024-10-09 18:09:27
5100,Product Page,Purchase,2019-12-21 18:09:27
7826,Search,View,2017-12-01 18:09:27
8682,Home,Add to Cart,2024-10-22 18:09:27
9537,Checkout,Logout,2017-08-14 18:09:27
7090,Cart,Purchase,2019-08-08 18:09:27
8351,Cart,Click,2018-01-23 18:09:27
8997,Checkout,Click,2018-02-20 18:09:27
3485,Product Page,Click,2021-08-27 18:09:27
7503,Checkout,Add to Cart,2020-10-23 18:09:27
9123,Search,Click,2015-08-02 18:09:27
2180,Profile,View,2015-02-21 18:09:27
6736,Search,Click,2024-05-13 18:09:27
2391,Checkout,Logout,2017-11-02 18:09:27
2155,Profile,View,2018-01-20 18:09:27
4916,Product Page,View,2024-02-07 18:09:27
3826,Home,Click,2023-03-19 18:09:27
6285,Product Page,View,2023-11-22 18:09:27
1393,Checkout,Click,2024-07-28 18:09:27
6669,Checkout,View,2020-01-09 18:09:27
7623,Checkout,Purchase,2019-06-01 18:09:27
1309,Search,Logout,2016-08-24 18:09:27
483,Search,Add to Cart,2018-08-18 18:09:27
9753,Checkout,Logout,2018-02-24 18:09:27
9221,Profile,View,2015-08-10 18:09:27
6504,Home,Add to Cart,2023-07-19 18:09:27
4682,Checkout,View,2024-01-16 18:09:27
3140,Cart,Purchase,2020-07-30 18:09:27
4198,Home,Purchase,2018-08-16 18:09:27
9525,Home,Click,2023-02-01 18:09:27
9810,Home,View,2019-07-09 18:09:27
772,Product Page,Purchase,2016-10-15 18:09:27
5992,Checkout,View,2021-05-26 18:09:27
9264,Product Page,Add to Cart,2021-08-25 18:09:27
2563,Product Page,Click,2016-03-05 18:09:27
8055,Checkout,Click,2016-02-05 18:09:27
3126,Checkout,Purchase,2023-01-01 18:09:27
2978,Checkout,Purchase,2016-02-27 18:09:27
4799,Search,Add to Cart,2017-10-06 18:09:27
9068,Profile,Add to Cart,2023-12-06 18:09:27
2420,Profile,Purchase,2022-07-29 18:09:27
5166,Search,Click,2023-09-03 18:09:27
2889,Checkout,Click,2020-06-10 18:09:27
339,Product Page,View,2016-03-28 18:09:27
9644,Home,Logout,2018-12-08 18:09:27
3454,Home,Logout,2023-03-06 18:09:27
6335,Cart,View,2016-01-23 18:09:27
7660,Cart,Purchase,2020-06-10 18:09:27
4093,Search,Logout,2019-04-26 18:09:27
3328,Search,Click,2019-02-02 18:09:27
9492,Home,Logout,2016-02-21 18:09:27
8523,Checkout,Purchase,2017-09-17 18:09:27
3001,Profile,Click,2020-01-06 18:09:27
1829,Profile,Click,2023-07-21 18:09:27
3148,Checkout,Click,2023-03-31 18:09:27
8528,Checkout,Purchase,2021-01-21 18:09:27
113,Cart,View,2017-01-21 18:09:27
3226,Search,Logout,2017-05-21 18:09:27
6048,Checkout,Purchase,2024-11-07 18:09:27
2702,Home,Click,2020-09-17 18:09:27
5098,Checkout,Add to Cart,2020-07-01 18:09:27
1682,Checkout,Logout,2022-10-25 18:09:27
1685,Profile,Click,2023-11-13 18:09:27
6685,Home,View,2018-04-05 18:09:27
4877,Home,View,2015-11-10 18:09:27
3794,Cart,View,2024-04-02 18:09:27
7893,Product Page,View,2016-01-17 18:09:27
9760,Search,Add to Cart,2023-12-17 18:09:27
1357,Checkout,Add to Cart,2024-06-30 18:09:27
447,Search,Logout,2024-02-01 18:09:27
8348,Profile,View,2024-11-08 18:09:27
7282,Profile,Click,2015-04-13 18:09:27
8118,Search,Purchase,2023-08-24 18:09:27
7072,Checkout,Click,2018-01-27 18:09:27
863,Cart,Purchase,2016-05-10 18:09:27
5856,Checkout,View,2023-02-24 18:09:27
9515,Profile,Logout,2016-10-16 18:09:27
7887,Search,Purchase,2017-07-13 18:09:27
9436,Product Page,View,2024-11-28 18:09:27
6311,Product Page,Logout,2021-08-24 18:09:27
3176,Profile,Logout,2015-03-19 18:09:27
2994,Profile,Add to Cart,2019-02-10 18:09:27
5861,Checkout,Purchase,2018-11-14 18:09:27
3399,Home,Purchase,2023-12-04 18:09:27
2310,Cart,Click,2015-09-15 18:09:27
9516,Product Page,Purchase,2021-07-02 18:09:27
1806,Profile,Click,2021-09-10 18:09:27
6402,Search,Logout,2018-10-11 18:09:27
6050,Home,Click,2019-12-22 18:09:27
94,Checkout,Click,2019-06-08 18:09:27
6192,Profile,Logout,2016-03-14 18:09:27
5896,Search,Click,2022-11-26 18:09:27
9332,Cart,Add to Cart,2017-10-26 18:09:27
8772,Cart,Purchase,2019-04-17 18:09:27
2392,Checkout,Click,2020-01-04 18:09:27
672,Checkout,View,2021-01-03 18:09:27
7219,Home,Click,2015-07-31 18:09:27
4999,Cart,View,2017-02-17 18:09:27
8372,Home,Click,2023-02-27 18:09:27
8637,Product Page,Logout,2015-11-03 18:09:27
9868,Profile,Purchase,2019-12-31 18:09:27
8044,Profile,View,2015-05-01 18:09:27
3818,Search,Logout,2016-09-30 18:09:27
557,Home,Click,2016-06-25 18:09:27
350,Product Page,Purchase,2024-02-22 18:09:27
4841,Profile,Purchase,2024-04-21 18:09:27
8504,Search,Add to Cart,2022-10-12 18:09:27
3982,Home,Logout,2024-11-14 18:09:27
3304,Cart,Purchase,2018-05-12 18:09:27
780,Search,Logout,2017-01-28 18:09:27
5510,Checkout,Logout,2024-04-02 18:09:27
1587,Cart,Add to Cart,2024-01-04 18:09:27
6657,Checkout,Logout,2023-03-31 18:09:27
4067,Checkout,Add to Cart,2016-04-06 18:09:27
9936,Cart,View,2019-07-21 18:09:27
2150,Profile,Purchase,2015-12-26 18:09:27
9494,Product Page,View,2018-12-27 18:09:27
4249,Search,Logout,2021-02-14 18:09:27
9523,Cart,View,2018-01-13 18:09:27
3922,Checkout,Logout,2022-10-04 18:09:27
878,Checkout,Add to Cart,2017-06-12 18:09:27
8777,Cart,Click,2020-09-26 18:09:27
8642,Product Page,Add to Cart,2022-11-13 18:09:27
4314,Home,Add to Cart,2015-04-13 18:09:27
1136,Checkout,Click,2018-02-19 18:09:27
5816,Profile,View,2017-01-25 18:09:27
5678,Cart,Add to Cart,2020-04-05 18:09:27
1585,Product Page,View,2021-09-16 18:09:27
2502,Search,Purchase,2019-09-22 18:09:27
7584,Checkout,Logout,2018-07-16 18:09:27
2118,Home,Purchase,2020-06-26 18:09:27
3827,Profile,View,2021-10-09 18:09:27
8419,Cart,Purchase,2023-11-03 18:09:27
6627,Profile,View,2022-09-19 18:09:27
4367,Profile,Add to Cart,2019-06-06 18:09:27
5947,Cart,Logout,2022-08-02 18:09:27
1535,Profile,View,2020-11-28 18:09:27
1210,Product Page,Purchase,2018-12-23 18:09:27
8069,Search,View,2018-11-08 18:09:27
7064,Profile,Purchase,2020-02-27 18:09:27
3693,Product Page,Click,2024-08-18 18:09:27
969,Home,Logout,2019-03-20 18:09:27
1449,Home,Purchase,2016-08-01 18:09:27
8130,Home,View,2021-07-07 18:09:27
6579,Home,View,2021-10-03 18:09:27
8671,Product Page,View,2018-11-20 18:09:27
5229,Checkout,Purchase,2021-02-23 18:09:27
2601,Checkout,Purchase,2015-07-28 18:09:27
4142,Home,View,2022-02-13 18:09:27
6901,Home,Logout,2021-03-07 18:09:27
4155,Search,Logout,2020-05-07 18:09:27
4878,Product Page,Add to Cart,2020-12-10 18:09:27
3838,Product Page,Add to Cart,2018-02-18 18:09:27
4483,Home,Logout,2015-11-12 18:09:27
5717,Cart,Purchase,2015-04-18 18:09:27
5618,Search,Logout,2024-06-29 18:09:27
5912,Checkout,Add to Cart,2021-07-25 18:09:27
7310,Search,Add to Cart,2025-01-23 18:09:27
1368,Cart,Click,2023-10-12 18:09:27
1768,Checkout,View,2023-04-24 18:09:27
